,zipcode,city,state,metro,county,month,avg_house_size_sales,avg_house_size_rental
2504,30319,Brookhaven,GA,Atlanta,Dekalb,6.0,2713.730959,1205.74171
2505,30319,Brookhaven,GA,Atlanta,Dekalb,7.0,2683.179181,1188.468924
2506,97206,Portland,OR,Portland,Multnomah,1.0,1245.893762,1041.583068
2507,97206,Portland,OR,Portland,Multnomah,2.0,1212.566369,1056.4481150000001
2508,97206,Portland,OR,Portland,Multnomah,3.0,1153.810451,1136.9134179999999
2509,97206,Portland,OR,Portland,Multnomah,4.0,1205.700691,1069.7732529999998
2510,97206,Portland,OR,Portland,Multnomah,5.0,1249.225023,1153.51791
2511,97206,Portland,OR,Portland,Multnomah,6.0,1241.690139,1084.853985
2512,97206,Portland,OR,Portland,Multnomah,7.0,1211.398296,1103.472672
2513,92201,Indio,CA,Riverside,Riverside,1.0,1737.429173,0.0
2514,92201,Indio,CA,Riverside,Riverside,2.0,1798.3226,0.0
2515,92201,Indio,CA,Riverside,Riverside,3.0,1801.904713,0.0
2516,92201,Indio,CA,Riverside,Riverside,4.0,1833.775541,0.0
2517,92201,Indio,CA,Riverside,Riverside,5.0,1840.902627,0.0
2518,92201,Indio,CA,Riverside,Riverside,6.0,1807.784877,0.0
2519,92201,Indio,CA,Riverside,Riverside,7.0,1770.329818,0.0
2520,33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,1.0,1603.673217,1530.625
2521,33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,2.0,1660.204226,1526.086957
2522,33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,3.0,1653.16334,1501.942386
2523,33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,4.0,1622.404943,1443.300525
2524,33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,5.0,1591.7060000000001,1524.825459
2525,33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,6.0,1599.133422,1549.225
2526,33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,7.0,1609.138479,1453.407514
2527,60639,Chicago,IL,Chicago,Cook,1.0,1168.074055,990.0
2528,60639,Chicago,IL,Chicago,Cook,2.0,1219.3567679999999,997.9503603
2529,60639,Chicago,IL,Chicago,Cook,3.0,1254.9826679999999,974.9518304
2530,60639,Chicago,IL,Chicago,Cook,4.0,1278.346382,1053.98482
2531,60639,Chicago,IL,Chicago,Cook,5.0,1224.554983,1078.337731
2532,60639,Chicago,IL,Chicago,Cook,6.0,1186.3305380000002,1043.478261
2533,60639,Chicago,IL,Chicago,Cook,7.0,1178.766459,1043.478261
2534,63366,O Fallon,MO,St. Louis,Saint Charles,1.0,1756.170702,0.0
2535,63366,O Fallon,MO,St. Louis,Saint Charles,2.0,1773.8699370000002,0.0
2536,63366,O Fallon,MO,St. Louis,Saint Charles,3.0,1764.184597,0.0
2537,63366,O Fallon,MO,St. Louis,Saint Charles,4.0,1756.938882,0.0
2538,63366,O Fallon,MO,St. Louis,Saint Charles,5.0,1755.06092,0.0
2539,63366,O Fallon,MO,St. Louis,Saint Charles,6.0,1780.956273,0.0
2540,63366,O Fallon,MO,St. Louis,Saint Charles,7.0,1773.1337640000002,0.0
2541,80016,Aurora,CO,Denver,Arapahoe,1.0,2759.8886399999997,1147.792619
2542,80016,Aurora,CO,Denver,Arapahoe,2.0,2790.837148,1167.830022
2543,80016,Aurora,CO,Denver,Arapahoe,3.0,2768.249068,1151.358442
2544,80016,Aurora,CO,Denver,Arapahoe,4.0,2772.076499,1144.327884
2545,80016,Aurora,CO,Denver,Arapahoe,5.0,2677.693509,1171.9267550000002
2546,80016,Aurora,CO,Denver,Arapahoe,6.0,2666.433089,1181.824442
2547,80016,Aurora,CO,Denver,Arapahoe,7.0,2655.23349,1216.0001960000002
2548,92056,Oceanside,CA,San Diego,San Diego,1.0,1522.8181,1196.933429
2549,92056,Oceanside,CA,San Diego,San Diego,2.0,1550.185934,1188.26564
2550,92056,Oceanside,CA,San Diego,San Diego,3.0,1608.231201,1180.167385
2551,92056,Oceanside,CA,San Diego,San Diego,4.0,1579.081617,1231.591439
2552,92056,Oceanside,CA,San Diego,San Diego,5.0,1681.973241,1187.093601
2553,92056,Oceanside,CA,San Diego,San Diego,6.0,1653.271411,1215.1816900000001
2554,92056,Oceanside,CA,San Diego,San Diego,7.0,1600.788342,1215.0087859999999
2555,95350,Modesto,CA,Modesto,Stanislaus,1.0,1638.936724,0.0
2556,95350,Modesto,CA,Modesto,Stanislaus,2.0,1638.375492,0.0
2557,95350,Modesto,CA,Modesto,Stanislaus,3.0,1628.1368519999999,0.0
2558,95350,Modesto,CA,Modesto,Stanislaus,4.0,1640.3862279999998,0.0
2559,95350,Modesto,CA,Modesto,Stanislaus,5.0,1664.6336789999998,0.0
2560,95350,Modesto,CA,Modesto,Stanislaus,6.0,1583.2334130000002,0.0
2561,95350,Modesto,CA,Modesto,Stanislaus,7.0,1609.409895,0.0
2562,34997,Stuart,FL,Port St. Lucie,Martin,1.0,1935.9104170000003,1452.823239
2563,34997,Stuart,FL,Port St. Lucie,Martin,2.0,1951.4732760000002,1419.28606
2564,34997,Stuart,FL,Port St. Lucie,Martin,3.0,1952.1584890000001,1367.671875
2565,34997,Stuart,FL,Port St. Lucie,Martin,4.0,1947.463857,1368.824482
2566,34997,Stuart,FL,Port St. Lucie,Martin,5.0,1917.9787219999998,1352.286115
2567,34997,Stuart,FL,Port St. Lucie,Martin,6.0,1890.719406,1442.453708
2568,34997,Stuart,FL,Port St. Lucie,Martin,7.0,1877.2670329999999,1360.558958
2569,97405,Eugene,OR,Eugene,Lane,1.0,2019.6290399999998,0.0
2570,97405,Eugene,OR,Eugene,Lane,2.0,2132.1001579999997,0.0
2571,97405,Eugene,OR,Eugene,Lane,3.0,2231.02057,0.0
2572,97405,Eugene,OR,Eugene,Lane,4.0,2248.859133,0.0
2573,97405,Eugene,OR,Eugene,Lane,5.0,2231.852399,0.0
2574,97405,Eugene,OR,Eugene,Lane,6.0,2280.6147809999998,0.0
2575,97405,Eugene,OR,Eugene,Lane,7.0,2093.70076,0.0
2576,96797,Waipahu,HI,Urban Honolulu,Honolulu,1.0,1067.084095,760.4545455
2577,96797,Waipahu,HI,Urban Honolulu,Honolulu,2.0,1071.687918,759.1977955
2578,96797,Waipahu,HI,Urban Honolulu,Honolulu,3.0,1111.891398,746.5608466
2579,96797,Waipahu,HI,Urban Honolulu,Honolulu,4.0,1049.653251,765.3031195
2580,96797,Waipahu,HI,Urban Honolulu,Honolulu,5.0,1037.418087,763.8235294
2581,96797,Waipahu,HI,Urban Honolulu,Honolulu,6.0,1035.693138,782.5899281000001
2582,96797,Waipahu,HI,Urban Honolulu,Honolulu,7.0,1057.070907,741.4162077000001
2583,61265,Moline,IL,Davenport,Rock Island,1.0,1174.1247640000001,0.0
2584,61265,Moline,IL,Davenport,Rock Island,2.0,1219.448783,0.0
2585,61265,Moline,IL,Davenport,Rock Island,3.0,1220.967392,0.0
2586,61265,Moline,IL,Davenport,Rock Island,4.0,1224.039734,0.0
2587,61265,Moline,IL,Davenport,Rock Island,5.0,1206.512424,0.0
2588,61265,Moline,IL,Davenport,Rock Island,6.0,1193.848105,0.0
2589,61265,Moline,IL,Davenport,Rock Island,7.0,1239.0378269999999,0.0
2590,80538,Loveland,CO,Fort Collins,Larimer,1.0,1705.159827,1220.008368
2591,80538,Loveland,CO,Fort Collins,Larimer,2.0,1667.723045,1228.0567199999998
2592,80538,Loveland,CO,Fort Collins,Larimer,3.0,1614.810351,1224.80258
2593,80538,Loveland,CO,Fort Collins,Larimer,4.0,1622.211589,1221.346215
2594,80538,Loveland,CO,Fort Collins,Larimer,5.0,1560.169979,1232.570904
2595,80538,Loveland,CO,Fort Collins,Larimer,6.0,1557.202802,1202.8626769999998
2596,80538,Loveland,CO,Fort Collins,Larimer,7.0,1545.193372,1173.584801
2597,92024,Encinitas,CA,San Diego,San Diego,1.0,2601.098234,1286.893265
2598,92024,Encinitas,CA,San Diego,San Diego,2.0,2655.9087210000002,1249.908098
2599,92024,Encinitas,CA,San Diego,San Diego,3.0,2577.65628,1297.1995949999998
2600,92024,Encinitas,CA,San Diego,San Diego,4.0,2580.0371649999997,1408.1955990000001
2601,92024,Encinitas,CA,San Diego,San Diego,5.0,2537.762452,1381.374474
2602,92024,Encinitas,CA,San Diego,San Diego,6.0,2523.7849969999997,1316.63668
2603,92024,Encinitas,CA,San Diego,San Diego,7.0,2565.234017,1373.830203
2604,92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,1.0,1335.467451,1145.356581
2605,92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,2.0,1297.156441,1141.441423
2606,92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,3.0,1336.261836,1131.0339900000001
2607,92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,4.0,1379.536183,1133.513676
2608,92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,5.0,1357.1683480000002,1163.097687
2609,92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,6.0,1348.598712,1156.093934
2610,92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,7.0,1366.891106,1163.549602
2611,28546,Jacksonville,NC,Jacksonville,Onslow,1.0,1517.005653,1378.198694
2612,28546,Jacksonville,NC,Jacksonville,Onslow,2.0,1546.42669,1427.230555
2613,28546,Jacksonville,NC,Jacksonville,Onslow,3.0,1548.904393,1409.05561
2614,28546,Jacksonville,NC,Jacksonville,Onslow,4.0,1509.9734210000001,1435.015385
2615,28546,Jacksonville,NC,Jacksonville,Onslow,5.0,1503.2005,1459.178627
2616,28546,Jacksonville,NC,Jacksonville,Onslow,6.0,1540.859155,1454.498149
2617,28546,Jacksonville,NC,Jacksonville,Onslow,7.0,1588.2056400000001,1455.72439
2618,89119,Las Vegas,NV,Las Vegas,Clark,1.0,1018.5,500.0
2619,89119,Las Vegas,NV,Las Vegas,Clark,2.0,1048.925926,500.0
2620,89119,Las Vegas,NV,Las Vegas,Clark,3.0,996.3380281999999,500.0
2621,89119,Las Vegas,NV,Las Vegas,Clark,4.0,1050.1307869999998,500.0
2622,89119,Las Vegas,NV,Las Vegas,Clark,5.0,1007.244809,500.0
2623,89119,Las Vegas,NV,Las Vegas,Clark,6.0,970.4688305,500.0
2624,89119,Las Vegas,NV,Las Vegas,Clark,7.0,941.1764706,500.0
2625,19146,Philadelphia,PA,Philadelphia,Philadelphia,1.0,1125.589074,906.1301068
2626,19146,Philadelphia,PA,Philadelphia,Philadelphia,2.0,1160.9880289999999,912.3263638000001
2627,19146,Philadelphia,PA,Philadelphia,Philadelphia,3.0,1140.778313,911.0159474
2628,19146,Philadelphia,PA,Philadelphia,Philadelphia,4.0,1125.8639449999998,937.2433443
2629,19146,Philadelphia,PA,Philadelphia,Philadelphia,5.0,1119.6275970000002,944.4823505
2630,19146,Philadelphia,PA,Philadelphia,Philadelphia,6.0,1172.682853,949.3219326
2631,19146,Philadelphia,PA,Philadelphia,Philadelphia,7.0,1121.540181,944.9756149
2632,63303,Saint Charles,MO,St. Louis,Saint Charles,1.0,1812.9543239999998,0.0
2633,63303,Saint Charles,MO,St. Louis,Saint Charles,2.0,1816.2267550000001,0.0
2634,63303,Saint Charles,MO,St. Louis,Saint Charles,3.0,1815.062705,0.0
2635,63303,Saint Charles,MO,St. Louis,Saint Charles,4.0,1783.0277030000002,0.0
2636,63303,Saint Charles,MO,St. Louis,Saint Charles,5.0,1782.2803829999998,0.0
2637,63303,Saint Charles,MO,St. Louis,Saint Charles,6.0,1775.6262989999998,0.0
2638,63303,Saint Charles,MO,St. Louis,Saint Charles,7.0,1795.532786,0.0
2639,44124,Lyndhurst,OH,Cleveland,Cuyahoga,1.0,1783.3679510000002,1384.285714
2640,44124,Lyndhurst,OH,Cleveland,Cuyahoga,2.0,1715.517936,1381.940476
2641,44124,Lyndhurst,OH,Cleveland,Cuyahoga,3.0,1664.181902,1261.356588
2642,44124,Lyndhurst,OH,Cleveland,Cuyahoga,4.0,1565.6800560000001,1323.8591099999999
2643,44124,Lyndhurst,OH,Cleveland,Cuyahoga,5.0,1675.446311,1358.311111
2644,44124,Lyndhurst,OH,Cleveland,Cuyahoga,6.0,1660.767302,1337.236686
2645,44124,Lyndhurst,OH,Cleveland,Cuyahoga,7.0,1692.206703,1399.5383140000001
2646,34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,1.0,1465.0126289999998,1219.185
2647,34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,2.0,1408.0358410000001,1201.3663789999998
2648,34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,3.0,1421.437604,1231.9541789999998
2649,34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,4.0,1425.40107,1158.6424949999998
2650,34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,5.0,1401.496469,1146.00982
2651,34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,6.0,1399.066768,1186.808353
2652,34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,7.0,1438.48196,1199.035392
2653,78253,San Antonio,TX,San Antonio,Bexar,1.0,2450.2395309999997,1691.204548
2654,78253,San Antonio,TX,San Antonio,Bexar,2.0,2441.7812870000002,1698.295363
2655,78253,San Antonio,TX,San Antonio,Bexar,3.0,2470.0370989999997,1733.4644309999999
2656,78253,San Antonio,TX,San Antonio,Bexar,4.0,2477.132678,1792.9187510000002
2657,78253,San Antonio,TX,San Antonio,Bexar,5.0,2482.778579,1759.2280629999998
2658,78253,San Antonio,TX,San Antonio,Bexar,6.0,2437.617987,1737.874237
2659,78253,San Antonio,TX,San Antonio,Bexar,7.0,2448.016491,1715.295291
2660,45238,Cincinnati,OH,Cincinnati,Hamilton,1.0,1288.994665,0.0
2661,45238,Cincinnati,OH,Cincinnati,Hamilton,2.0,1266.206284,0.0
2662,45238,Cincinnati,OH,Cincinnati,Hamilton,3.0,1209.986577,0.0
2663,45238,Cincinnati,OH,Cincinnati,Hamilton,4.0,1229.602228,0.0
2664,45238,Cincinnati,OH,Cincinnati,Hamilton,5.0,1296.878983,0.0
2665,45238,Cincinnati,OH,Cincinnati,Hamilton,6.0,1271.739423,0.0
2666,45238,Cincinnati,OH,Cincinnati,Hamilton,7.0,1213.749624,0.0
2667,33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,1.0,2560.839367,1293.815742
2668,33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,2.0,2544.394445,1321.506583
2669,33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,3.0,2514.557557,1321.459971
2670,33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,4.0,2514.573736,1302.222167
2671,33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,5.0,2607.7519629999997,1282.037633
2672,33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,6.0,2614.2797379999997,1261.301572
2673,33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,7.0,2569.459666,1280.793734
2674,33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,1.0,1762.131706,1017.419192
2675,33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,2.0,1788.5266649999999,1009.262259
2676,33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,3.0,1785.105284,977.5083096000001
2677,33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,4.0,1775.778921,1031.370424
2678,33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,5.0,1775.720361,1036.1367300000002
2679,33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,6.0,1761.6275260000002,1039.8629779999999
2680,33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,7.0,1752.7684579999998,1046.2231960000001
2681,10940,Middletown,NY,New York,Orange,1.0,1563.12061,0.0
2682,10940,Middletown,NY,New York,Orange,2.0,1559.336777,0.0
2683,10940,Middletown,NY,New York,Orange,3.0,1510.374242,0.0
2684,10940,Middletown,NY,New York,Orange,4.0,1527.052805,0.0
2685,10940,Middletown,NY,New York,Orange,5.0,1544.716279,0.0
2686,10940,Middletown,NY,New York,Orange,6.0,1552.165042,0.0
2687,10940,Middletown,NY,New York,Orange,7.0,1561.463827,0.0
2688,33914,Cape Coral,FL,Fort Myers,Lee,1.0,1914.9812550000001,1388.3267130000002
2689,33914,Cape Coral,FL,Fort Myers,Lee,2.0,1888.3089519999999,1422.399561
2690,33914,Cape Coral,FL,Fort Myers,Lee,3.0,1881.458319,1439.292657
2691,33914,Cape Coral,FL,Fort Myers,Lee,4.0,1885.175975,1465.351854
2692,33914,Cape Coral,FL,Fort Myers,Lee,5.0,1859.4039579999999,1415.131109
2693,33914,Cape Coral,FL,Fort Myers,Lee,6.0,1843.7812920000001,1318.086577
2694,33914,Cape Coral,FL,Fort Myers,Lee,7.0,1818.927984,1305.6438779999999
2695,93003,Ventura,CA,Ventura,Ventura,1.0,1462.475351,994.8275861999999
2696,93003,Ventura,CA,Ventura,Ventura,2.0,1512.325833,972.2045455
2697,93003,Ventura,CA,Ventura,Ventura,3.0,1554.133331,956.1665716
2698,93003,Ventura,CA,Ventura,Ventura,4.0,1557.275388,987.4486486
2699,93003,Ventura,CA,Ventura,Ventura,5.0,1506.856978,943.75
2700,93003,Ventura,CA,Ventura,Ventura,6.0,1486.609793,923.696875
2701,93003,Ventura,CA,Ventura,Ventura,7.0,1515.049859,945.75
2702,23185,Williamsburg,VA,Virginia Beach,James City,1.0,2556.619228,0.0
2703,23185,Williamsburg,VA,Virginia Beach,James City,2.0,2593.048123,0.0
2704,23185,Williamsburg,VA,Virginia Beach,James City,3.0,2596.186206,0.0
2705,23185,Williamsburg,VA,Virginia Beach,James City,4.0,2570.27602,0.0
2706,23185,Williamsburg,VA,Virginia Beach,James City,5.0,2511.410986,0.0
2707,23185,Williamsburg,VA,Virginia Beach,James City,6.0,2546.919281,0.0
2708,23185,Williamsburg,VA,Virginia Beach,James City,7.0,2512.839424,0.0
2709,87109,Albuquerque,NM,Albuquerque,Bernalillo,1.0,1599.886791,1079.131572
2710,87109,Albuquerque,NM,Albuquerque,Bernalillo,2.0,1508.1884730000002,1050.0
2711,87109,Albuquerque,NM,Albuquerque,Bernalillo,3.0,1463.568787,1050.0
2712,87109,Albuquerque,NM,Albuquerque,Bernalillo,4.0,1466.249993,988.1194712000001
2713,87109,Albuquerque,NM,Albuquerque,Bernalillo,5.0,1506.652816,993.2652607999999
2714,87109,Albuquerque,NM,Albuquerque,Bernalillo,6.0,1492.718357,996.4390778999999
2715,87109,Albuquerque,NM,Albuquerque,Bernalillo,7.0,1494.2814529999998,1002.472009
2716,92253,La Quinta,CA,Riverside,Riverside,1.0,2510.851821,0.0
2717,92253,La Quinta,CA,Riverside,Riverside,2.0,2510.3203,0.0
2718,92253,La Quinta,CA,Riverside,Riverside,3.0,2507.396389,0.0
2719,92253,La Quinta,CA,Riverside,Riverside,4.0,2546.706216,0.0
2720,92253,La Quinta,CA,Riverside,Riverside,5.0,2575.856036,0.0
2721,92253,La Quinta,CA,Riverside,Riverside,6.0,2558.1274789999998,0.0
2722,92253,La Quinta,CA,Riverside,Riverside,7.0,2525.2364199999997,0.0
2723,60630,Chicago,IL,Chicago,Cook,1.0,1337.205233,1125.0
2724,60630,Chicago,IL,Chicago,Cook,2.0,1340.7028890000001,1038.461538
2725,60630,Chicago,IL,Chicago,Cook,3.0,1358.5959289999998,1018.867925
2726,60630,Chicago,IL,Chicago,Cook,4.0,1339.2998699999998,1042.5
2727,60630,Chicago,IL,Chicago,Cook,5.0,1381.162634,1012.5
2728,60630,Chicago,IL,Chicago,Cook,6.0,1393.511543,993.75
2729,60630,Chicago,IL,Chicago,Cook,7.0,1397.054814,957.8947367999999
2730,65802,Springfield,MO,Springfield,Greene,1.0,1552.019119,1075.2605039999999
2731,65802,Springfield,MO,Springfield,Greene,2.0,1382.6599039999999,1067.469388
2732,65802,Springfield,MO,Springfield,Greene,3.0,1394.506022,1075.2605039999999
2733,65802,Springfield,MO,Springfield,Greene,4.0,1405.2024490000001,1096.737705
2734,65802,Springfield,MO,Springfield,Greene,5.0,1400.441949,1040.647901
2735,65802,Springfield,MO,Springfield,Greene,6.0,1407.811767,1085.497558
2736,65802,Springfield,MO,Springfield,Greene,7.0,1377.936669,1064.6456460000002
2737,55337,Burnsville,MN,Minneapolis-St Paul,Dakota,1.0,1446.59893,905.6719145
2738,55337,Burnsville,MN,Minneapolis-St Paul,Dakota,2.0,1514.793285,877.9189188999999
2739,55337,Burnsville,MN,Minneapolis-St Paul,Dakota,3.0,1447.396744,910.7837762
2740,55337,Burnsville,MN,Minneapolis-St Paul,Dakota,4.0,1385.457993,901.6402390000001
2741,55337,Burnsville,MN,Minneapolis-St Paul,Dakota,5.0,1379.991671,899.3238909
2742,55337,Burnsville,MN,Minneapolis-St Paul,Dakota,6.0,1377.04351,915.4959265000001
2743,55337,Burnsville,MN,Minneapolis-St Paul,Dakota,7.0,1410.312254,876.9012821
2744,33578,Riverview,FL,Tampa,Hillsborough,1.0,2029.6498219999999,1338.254387
2745,33578,Riverview,FL,Tampa,Hillsborough,2.0,2004.3856230000001,1328.2630279999998
2746,33578,Riverview,FL,Tampa,Hillsborough,3.0,1993.066769,1334.6743800000002
2747,33578,Riverview,FL,Tampa,Hillsborough,4.0,1988.5545760000002,1345.05154
2748,33578,Riverview,FL,Tampa,Hillsborough,5.0,1978.589043,1351.824575
2749,33578,Riverview,FL,Tampa,Hillsborough,6.0,1968.6806179999999,1348.367626
2750,33578,Riverview,FL,Tampa,Hillsborough,7.0,1976.298043,1361.6611480000001
2751,90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1.0,1893.171238,1312.893727
2752,90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2.0,1737.7252050000002,1340.094611
2753,90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3.0,1757.234118,1347.35499
2754,90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4.0,1706.9457539999999,1371.90113
2755,90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5.0,1703.225806,1315.030133
2756,90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,6.0,1798.919886,1302.623228
2757,90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7.0,1832.670968,1254.710936
2758,97301,Salem,OR,Salem,Marion,1.0,950.4338972,880.141123
2759,97301,Salem,OR,Salem,Marion,2.0,965.1896828,890.0
2760,97301,Salem,OR,Salem,Marion,3.0,980.2,865.9574468000001
2761,97301,Salem,OR,Salem,Marion,4.0,988.292584,865.3225806
2762,97301,Salem,OR,Salem,Marion,5.0,1017.9490910000001,872.972973
2763,97301,Salem,OR,Salem,Marion,6.0,984.9857820000001,872.972973
2764,97301,Salem,OR,Salem,Marion,7.0,957.4444149,861.4864865000001
2765,33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,1.0,2508.41205,1130.603764
2766,33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,2.0,2345.5326649999997,1143.001925
2767,33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,3.0,2404.778005,1051.517778
2768,33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,4.0,2374.550109,1070.744528
2769,33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,5.0,2362.953798,1076.5650269999999
2770,33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,6.0,2305.8715239999997,1092.804939
2771,33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,7.0,2293.937198,1072.425287
2772,89122,Las Vegas,NV,Las Vegas,Clark,1.0,1506.466391,1313.720276
2773,89122,Las Vegas,NV,Las Vegas,Clark,2.0,1479.635875,1311.5222800000001
2774,89122,Las Vegas,NV,Las Vegas,Clark,3.0,1484.211945,1322.390114
2775,89122,Las Vegas,NV,Las Vegas,Clark,4.0,1486.242478,1321.264016
2776,89122,Las Vegas,NV,Las Vegas,Clark,5.0,1462.467749,1326.507059
2777,89122,Las Vegas,NV,Las Vegas,Clark,6.0,1460.369026,1288.9095960000002
2778,89122,Las Vegas,NV,Las Vegas,Clark,7.0,1462.859262,1294.782833
2779,92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,1.0,2064.463428,1493.032008
2780,92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,2.0,1999.9593530000002,1490.056009
2781,92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,3.0,2030.509518,1477.284357
2782,92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,4.0,2006.285092,1502.4756519999999
2783,92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,5.0,1971.7101030000001,1501.611265
2784,92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,6.0,1996.141301,1508.6629050000001
2785,92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,7.0,1987.7219260000002,1514.61718
2786,87112,Albuquerque,NM,Albuquerque,Bernalillo,1.0,1348.9780640000001,901.5428037999999
2787,87112,Albuquerque,NM,Albuquerque,Bernalillo,2.0,1325.52653,879.8753893999999
2788,87112,Albuquerque,NM,Albuquerque,Bernalillo,3.0,1309.160341,885.6088561
2789,87112,Albuquerque,NM,Albuquerque,Bernalillo,4.0,1310.991192,880.0
2790,87112,Albuquerque,NM,Albuquerque,Bernalillo,5.0,1368.963909,911.68
2791,87112,Albuquerque,NM,Albuquerque,Bernalillo,6.0,1415.631711,877.9317497999999
2792,87112,Albuquerque,NM,Albuquerque,Bernalillo,7.0,1369.750968,813.0547962999999
2793,98661,Vancouver,WA,Portland,Clark,1.0,1324.342193,1182.648889
2794,98661,Vancouver,WA,Portland,Clark,2.0,1320.097084,1183.902619
2795,98661,Vancouver,WA,Portland,Clark,3.0,1277.955552,1219.478535
2796,98661,Vancouver,WA,Portland,Clark,4.0,1317.581479,1221.249057
2797,98661,Vancouver,WA,Portland,Clark,5.0,1272.075912,1231.557936
2798,98661,Vancouver,WA,Portland,Clark,6.0,1227.229981,1250.933169
2799,98661,Vancouver,WA,Portland,Clark,7.0,1252.600917,1249.51152
2800,23188,Williamsburg,VA,Virginia Beach,James City,1.0,2094.743982,1472.5831660000001
2801,23188,Williamsburg,VA,Virginia Beach,James City,2.0,2198.908605,1491.004029
2802,23188,Williamsburg,VA,Virginia Beach,James City,3.0,2172.801942,1519.679202
2803,23188,Williamsburg,VA,Virginia Beach,James City,4.0,2172.749773,1462.3115109999999
2804,23188,Williamsburg,VA,Virginia Beach,James City,5.0,2172.699798,1455.054057
2805,23188,Williamsburg,VA,Virginia Beach,James City,6.0,2131.50518,1490.526398
2806,23188,Williamsburg,VA,Virginia Beach,James City,7.0,2223.269225,1490.5701199999999
2807,96789,Mililani,HI,Urban Honolulu,Honolulu,1.0,1005.5835900000001,1018.032468
2808,96789,Mililani,HI,Urban Honolulu,Honolulu,2.0,967.2206858,992.6592463
2809,96789,Mililani,HI,Urban Honolulu,Honolulu,3.0,989.4941060000001,1047.210819
2810,96789,Mililani,HI,Urban Honolulu,Honolulu,4.0,1040.714523,1052.947586
2811,96789,Mililani,HI,Urban Honolulu,Honolulu,5.0,1054.976443,1020.473436
2812,96789,Mililani,HI,Urban Honolulu,Honolulu,6.0,1085.328384,1049.5015640000001
2813,96789,Mililani,HI,Urban Honolulu,Honolulu,7.0,1073.875947,1067.009474
